case_id,model,temperature,trial,tag_id,arbiter_score,arbiter_success,arbiter_error,retry_count,elapsed_sec
A1,claude,0.0,19,A1_14,1,True,,0,1.55
A1,claude,0.0,18,A1_18,2,True,,0,2.29
A1,claude,0.0,19,A1_15,1,True,,0,1.63
A1,claude,0.0,19,A1_18,2,True,,0,1.71
A1,claude,0.0,20,A1_08,1,True,,0,1.49
A1,claude,0.0,20,A1_14,1,True,,0,1.67
A1,claude,0.0,20,A1_18,2,True,,0,1.7
A1,claude,0.0,21,A1_14,1,True,,0,1.81
A1,claude,0.0,21,A1_18,2,True,,0,2.09
A1,claude,0.0,22,A1_08,1,True,,0,1.58
A1,claude,0.0,22,A1_14,1,True,,0,1.64
A1,claude,0.0,22,A1_15,1,True,,0,1.47
A1,claude,0.0,23,A1_14,1,True,,0,1.84
A1,claude,0.0,22,A1_18,2,True,,0,2.24
A1,claude,0.0,23,A1_15,0,True,,0,1.77
A1,claude,0.0,23,A1_18,2,True,,0,1.62
A1,claude,0.0,24,A1_08,2,True,,0,1.6
A1,claude,0.0,24,A1_14,1,True,,0,1.84
A1,claude,0.0,25,A1_14,1,True,,0,1.88
A1,claude,0.0,24,A1_18,2,True,,0,2.26
A1,claude,0.0,25,A1_15,0,True,,0,1.34
A1,claude,0.0,25,A1_18,2,True,,0,1.74
A1,claude,0.0,26,A1_14,0,True,,0,1.76
A1,claude,0.0,26,A1_15,0,True,,0,1.79
A1,claude,0.0,26,A1_18,2,True,,0,1.66
A1,claude,0.0,27,A1_14,1,True,,0,1.73
A1,claude,0.0,27,A1_15,1,True,,0,1.79
A1,claude,0.0,27,A1_18,2,True,,0,1.77
A1,claude,0.0,28,A1_08,2,True,,0,1.72
A1,claude,0.0,28,A1_14,1,True,,0,1.87
A1,claude,0.0,28,A1_15,1,True,,0,1.8
A1,claude,0.0,28,A1_18,2,True,,0,1.81
A1,claude,0.0,29,A1_14,1,True,,0,1.72
A1,claude,0.0,29,A1_15,1,True,,0,1.73
A1,claude,0.0,29,A1_18,2,True,,0,1.84
A1,claude,0.0,30,A1_08,2,True,,0,1.79
A1,claude,0.0,30,A1_14,1,True,,0,1.88
A1,claude,0.0,30,A1_15,1,True,,0,1.79
A1,claude,0.0,30,A1_18,2,True,,0,1.81
A1,claude,1.0,1,A1_08,1,True,,0,1.83
A1,claude,1.0,1,A1_14,1,True,,0,2.27
A1,claude,1.0,1,A1_15,0,True,,0,1.47
A1,claude,1.0,1,A1_18,2,True,,0,1.71
A1,claude,1.0,2,A1_08,1,True,,0,1.66
A1,claude,1.0,2,A1_14,1,True,,0,1.62
A1,claude,1.0,2,A1_18,2,True,,0,1.61
A1,claude,1.0,3,A1_14,1,True,,0,1.68
A1,claude,1.0,3,A1_15,1,True,,0,1.75
A1,claude,1.0,3,A1_18,2,True,,0,1.6
A1,claude,1.0,4,A1_08,1,True,,0,1.6
A1,claude,1.0,4,A1_14,1,True,,0,1.68
A1,claude,1.0,4,A1_15,0,True,,0,1.73
A1,claude,1.0,4,A1_18,2,True,,0,1.67
A1,claude,1.0,5,A1_14,1,True,,0,1.8
A1,claude,1.0,5,A1_15,0,True,,0,1.87
A1,claude,1.0,5,A1_18,2,True,,0,1.59
A1,claude,1.0,6,A1_08,1,True,,0,1.61
A1,claude,1.0,6,A1_14,2,True,,0,1.48
A1,claude,1.0,6,A1_15,2,True,,0,1.82
A1,claude,1.0,6,A1_18,2,True,,0,1.77
A1,claude,1.0,7,A1_08,1,True,,0,1.71
A1,claude,1.0,7,A1_14,0,True,,0,1.54
A1,claude,1.0,7,A1_18,2,True,,0,1.78
A1,claude,1.0,8,A1_14,1,True,,0,1.81
A1,claude,1.0,8,A1_15,0,True,,0,1.76
A1,claude,1.0,8,A1_17,0,True,,0,1.69
A1,claude,1.0,8,A1_18,2,True,,0,1.92
A1,claude,1.0,9,A1_08,1,True,,0,1.9
A1,claude,1.0,9,A1_15,0,True,,0,1.8
A1,claude,1.0,9,A1_14,1,True,,0,1.94
A1,claude,1.0,10,A1_14,1,True,,0,1.81
A1,claude,1.0,9,A1_18,2,True,,0,1.84
A1,claude,1.0,10,A1_18,2,True,,0,1.84
A1,claude,1.0,10,A1_15,0,True,,0,2.01
A1,claude,1.0,11,A1_14,1,True,,0,1.84
A1,claude,1.0,11,A1_15,1,True,,0,1.99
A1,claude,1.0,11,A1_17,0,True,,0,1.86
A1,claude,1.0,11,A1_18,2,True,,0,1.86
A1,claude,1.0,12,A1_08,1,True,,0,1.73
A1,claude,1.0,12,A1_14,1,True,,0,1.89
A1,claude,1.0,12,A1_15,0,True,,0,1.94
A1,claude,1.0,12,A1_18,2,True,,0,1.88
A1,claude,1.0,13,A1_14,1,True,,0,1.56
A1,claude,1.0,13,A1_15,1,True,,0,1.81
A1,claude,1.0,13,A1_17,0,True,,0,1.76
A1,claude,1.0,13,A1_19,1,True,,0,1.74
A1,claude,1.0,14,A1_14,1,True,,0,1.36
A1,claude,1.0,14,A1_15,0,True,,0,1.8
A1,claude,1.0,14,A1_16,0,True,,0,1.79
A1,claude,1.0,14,A1_17,0,True,,0,1.78
A1,claude,1.0,14,A1_18,2,True,,0,1.54
A1,claude,1.0,14,A1_19,1,True,,0,1.96
A1,claude,1.0,14,A1_20,0,True,,0,1.88
A1,claude,1.0,15,A1_14,1,True,,0,1.89
A1,claude,1.0,15,A1_19,1,True,,0,1.76
A1,claude,1.0,16,A1_14,1,True,,0,1.85
A1,claude,1.0,16,A1_18,2,True,,0,1.91
A1,claude,1.0,17,A1_14,1,True,,0,1.89
A1,claude,1.0,17,A1_15,2,True,,0,1.77
A1,claude,1.0,17,A1_18,2,True,,0,1.89
A1,claude,1.0,18,A1_14,1,True,,0,1.95
A1,claude,1.0,18,A1_17,0,True,,0,1.91
A1,claude,1.0,18,A1_15,0,True,,0,2.36
A1,claude,1.0,19,A1_14,1,True,,0,2.03
A1,claude,1.0,19,A1_18,2,True,,0,1.68
A1,claude,1.0,19,A1_15,0,True,,0,2.2
A1,claude,1.0,18,A1_18,2,True,,0,2.72
A1,claude,1.0,20,A1_08,1,True,,0,1.75
A1,claude,1.0,20,A1_14,1,True,,0,1.82
A1,claude,1.0,20,A1_18,2,True,,0,1.82
A1,claude,1.0,21,A1_12,2,True,,0,1.98
A1,claude,1.0,21,A1_14,1,True,,0,1.86
A1,claude,1.0,21,A1_15,1,True,,0,1.96
A1,claude,1.0,21,A1_18,2,True,,0,2.08
A1,claude,1.0,22,A1_14,1,True,,0,1.73
A1,claude,1.0,22,A1_15,1,True,,0,1.62
A1,claude,1.0,22,A1_18,2,True,,0,1.84
A1,claude,1.0,23,A1_08,1,True,,0,1.9
A1,claude,1.0,23,A1_14,0,True,,0,1.95
A1,claude,1.0,23,A1_18,2,True,,0,1.42
A1,claude,1.0,24,A1_14,0,True,,0,1.61
A1,claude,1.0,24,A1_18,2,True,,0,1.81
A1,claude,1.0,24,A1_15,0,True,,0,2.01
A1,claude,1.0,25,A1_14,1,True,,0,1.64
A1,claude,1.0,25,A1_18,2,True,,0,1.43
A1,claude,1.0,26,A1_08,1,True,,0,1.84
A1,claude,1.0,26,A1_14,1,True,,0,1.89
A1,claude,1.0,26,A1_18,2,True,,0,1.93
A1,claude,1.0,27,A1_14,1,True,,0,1.63
A1,claude,1.0,27,A1_15,0,True,,0,1.71
A1,claude,1.0,27,A1_18,2,True,,0,1.77
A1,claude,1.0,28,A1_18,2,True,,0,1.77
A1,claude,1.0,28,A1_14,1,True,,0,2.3
A1,claude,1.0,29,A1_14,1,True,,0,1.56
A1,claude,1.0,29,A1_15,0,True,,0,1.61
A1,claude,1.0,29,A1_18,2,True,,0,1.64
A1,claude,1.0,30,A1_12,0,True,,0,1.58
A1,claude,1.0,30,A1_14,0,True,,0,1.61
A1,claude,1.0,30,A1_18,2,True,,0,2.31
A1,gemini,0.0,1,A1_20,1,True,,0,1.7
A1,gemini,0.0,2,A1_14,1,True,,0,1.65
A1,gemini,0.0,1,A1_14,1,True,,0,3.09
A1,gemini,0.0,2,A1_20,1,True,,0,1.6
A1,gemini,0.0,3,A1_20,1,True,,0,1.63
A1,gemini,0.0,3,A1_14,1,True,,0,2.47
A1,gemini,0.0,4,A1_20,1,True,,0,1.59
A1,gemini,0.0,5,A1_14,0,True,,0,1.46
A1,gemini,0.0,5,A1_20,1,True,,0,1.61
A1,gemini,0.0,6,A1_14,1,True,,0,1.5
A1,gemini,0.0,7,A1_20,1,True,,0,1.44
A1,gemini,0.0,7,A1_14,0,True,,0,2.03
A1,gemini,0.0,4,A1_14,1,True,,0,5.89
A1,gemini,0.0,6,A1_20,1,True,,0,3.39
A1,gemini,0.0,8,A1_14,0,True,,0,1.68
A1,gemini,0.0,8,A1_20,1,True,,0,1.6
A1,gemini,0.0,9,A1_14,1,True,,0,1.63
A1,gemini,0.0,9,A1_20,1,True,,0,1.69
A1,gemini,0.0,10,A1_14,1,True,,0,1.8
A1,gemini,0.0,10,A1_20,1,True,,0,1.87
A1,gemini,0.0,11,A1_14,0,True,,0,1.57
A1,gemini,0.0,11,A1_20,1,True,,0,1.69
A1,gemini,0.0,12,A1_14,1,True,,0,1.69
A1,gemini,0.0,12,A1_20,1,True,,0,1.67
A1,gemini,0.0,13,A1_14,1,True,,0,1.64
A1,gemini,0.0,13,A1_20,1,True,,0,1.6
A1,gemini,0.0,14,A1_14,0,True,,0,1.65
A1,gemini,0.0,14,A1_20,1,True,,0,1.63
A1,gemini,0.0,15,A1_14,0,True,,0,1.7
A1,gemini,0.0,15,A1_20,1,True,,0,1.7
A1,gemini,0.0,16,A1_14,1,True,,0,1.67
A1,gemini,0.0,16,A1_20,1,True,,0,1.68
A1,gemini,0.0,17,A1_14,1,True,,0,1.59
A1,gemini,0.0,17,A1_20,1,True,,0,1.57
A1,gemini,0.0,18,A1_20,1,True,,0,1.9
A1,gemini,0.0,18,A1_14,0,True,,0,2.16
A1,gemini,0.0,19,A1_20,1,True,,0,1.65
A1,gemini,0.0,19,A1_14,1,True,,0,1.83
A1,gemini,0.0,20,A1_20,1,True,,0,1.86
A1,gemini,0.0,20,A1_14,1,True,,0,2.25
A1,gemini,0.0,21,A1_14,1,True,,0,1.84
A1,gemini,0.0,21,A1_20,1,True,,0,2.02
A1,gemini,0.0,22,A1_14,0,True,,0,1.92
A1,gemini,0.0,22,A1_20,1,True,,0,2.0
A1,gemini,0.0,23,A1_20,1,True,,0,1.92
A1,gemini,0.0,23,A1_14,0,True,,0,2.45
A1,gemini,0.0,24,A1_14,1,True,,0,1.59
A1,gemini,0.0,25,A1_14,1,True,,0,1.85
A1,gemini,0.0,24,A1_20,1,True,,0,2.16
A1,gemini,0.0,25,A1_20,1,True,,0,1.7
A1,gemini,0.0,26,A1_14,1,True,,0,1.54
A1,gemini,0.0,26,A1_20,1,True,,0,1.89
A1,gemini,0.0,27,A1_14,1,True,,0,1.92
A1,gemini,0.0,27,A1_20,1,True,,0,1.89
A1,gemini,0.0,28,A1_14,1,True,,0,1.79
A1,gemini,0.0,29,A1_14,0,True,,0,1.86
A1,gemini,0.0,29,A1_20,1,True,,0,1.9
A1,gemini,0.0,28,A1_20,1,True,,0,2.12
A1,gemini,0.0,30,A1_14,0,True,,0,1.67
A1,gemini,1.0,1,A1_14,1,True,,0,1.89
A1,gemini,1.0,1,A1_20,1,True,,0,1.99
A1,gemini,1.0,2,A1_08,2,True,,0,1.87
A1,gemini,0.0,30,A1_20,1,True,,0,2.28
A1,gemini,1.0,3,A1_14,0,True,,0,1.99
A1,gemini,1.0,2,A1_09,1,True,,0,2.14
A1,gemini,1.0,3,A1_15,0,True,,0,1.97
A1,gemini,1.0,3,A1_18,2,True,,0,1.94
A1,gemini,1.0,5,A1_14,1,True,,0,1.94
A1,gemini,1.0,5,A1_18,2,True,,0,2.03
A1,gemini,1.0,6,A1_18,2,True,,0,1.98
A1,gemini,1.0,7,A1_12,0,True,,0,2.65
A1,gemini,1.0,8,A1_12,0,True,,0,2.28
A1,gemini,1.0,8,A1_19,2,True,,0,2.22
A1,gemini,1.0,9,A1_09,2,True,,0,2.34
A1,gemini,1.0,9,A1_12,2,True,,0,1.86
A1,gemini,1.0,9,A1_17,2,True,,0,1.87
A1,gemini,1.0,9,A1_14,0,True,,0,1.91
A1,gemini,1.0,10,A1_08,1,True,,0,1.81
A1,gemini,1.0,9,A1_18,2,True,,0,2.03
A1,gemini,1.0,10,A1_14,0,True,,0,1.81
A1,gemini,1.0,10,A1_11,0,True,,0,1.89
A1,gemini,1.0,11,A1_18,2,True,,0,1.84
A1,gemini,1.0,10,A1_15,0,True,,0,1.97
A1,gemini,1.0,13,A1_14,1,True,,0,1.85
A1,gemini,1.0,13,A1_08,1,True,,0,1.98
A1,gemini,1.0,14,A1_08,1,True,,0,1.81
A1,gemini,1.0,13,A1_15,0,True,,0,2.04
A1,gemini,1.0,14,A1_12,2,True,,0,1.82
A1,gemini,1.0,14,A1_14,0,True,,0,1.85
A1,gemini,1.0,14,A1_15,0,True,,0,1.96
A1,gemini,1.0,14,A1_19,2,True,,0,1.9
A1,gemini,1.0,14,A1_20,2,True,,0,1.87
A1,gemini,1.0,15,A1_08,1,True,,0,1.91
A1,gemini,1.0,16,A1_14,1,True,,0,1.84
A1,gemini,1.0,16,A1_20,2,True,,0,1.81
A1,gemini,1.0,18,A1_08,1,True,,0,1.86
A1,gemini,1.0,18,A1_09,2,True,,0,1.79
A1,gemini,1.0,18,A1_14,0,True,,0,1.87
A1,gemini,1.0,18,A1_15,0,True,,0,1.86
A1,gemini,1.0,19,A1_08,1,True,,0,1.75
A1,gemini,1.0,20,A1_11,2,True,,0,1.92
A1,gemini,1.0,20,A1_15,0,True,,0,1.87
A1,gemini,1.0,20,A1_14,0,True,,0,1.93
A1,gemini,1.0,21,A1_08,1,True,,0,1.53
A1,gemini,1.0,21,A1_12,0,True,,0,1.74
A1,gemini,1.0,21,A1_18,2,True,,0,1.77
A1,gemini,1.0,22,A1_14,0,True,,0,1.99
A1,gemini,1.0,22,A1_15,0,True,,0,1.51
A1,gemini,1.0,23,A1_09,2,True,,0,1.72
A1,gemini,1.0,23,A1_14,0,True,,0,1.78
A1,gemini,1.0,23,A1_15,2,True,,0,1.79
A1,gemini,1.0,23,A1_17,2,True,,0,1.92
A1,gemini,1.0,23,A1_20,0,True,,0,1.81
A1,gemini,1.0,25,A1_08,1,True,,0,1.68
A1,gemini,1.0,25,A1_14,0,True,,0,1.72
A1,gemini,1.0,25,A1_15,0,True,,0,1.67
A1,gemini,1.0,25,A1_20,0,True,,0,1.64
A1,gemini,1.0,26,A1_18,2,True,,0,1.71
A1,gemini,1.0,27,A1_18,2,True,,0,1.71
A1,gemini,1.0,27,A1_20,2,True,,0,1.76
A1,gemini,1.0,29,A1_08,1,True,,0,1.84
A1,gemini,1.0,29,A1_14,0,True,,0,1.73
A1,gemini,1.0,29,A1_15,2,True,,0,1.67
A1,gemini,1.0,30,A1_08,1,True,,0,1.58
A1,gemini,1.0,30,A1_14,1,True,,0,1.7
A1,gemini,1.0,30,A1_20,2,True,,0,2.03
A1,gpt,0.0,1,A1_14,0,True,,0,1.91
A1,gpt,0.0,1,A1_15,0,True,,0,1.6
A1,gpt,0.0,1,A1_17,2,True,,0,1.54
A1,gpt,0.0,1,A1_18,2,True,,0,1.71
A1,gpt,0.0,2,A1_09,2,True,,0,1.82
A1,gpt,0.0,2,A1_14,0,True,,0,1.92
A1,gpt,0.0,2,A1_17,2,True,,0,1.54
A1,gpt,0.0,2,A1_18,2,True,,0,1.73
A1,gpt,0.0,2,A1_19,2,True,,0,1.99
A1,gpt,0.0,3,A1_12,0,True,,0,1.95
A1,gpt,0.0,3,A1_14,0,True,,0,1.91
A1,gpt,0.0,3,A1_15,0,True,,0,1.73
A1,gpt,0.0,3,A1_18,1,True,,0,1.68
A1,gpt,0.0,4,A1_12,2,True,,0,1.74
A1,gpt,0.0,4,A1_14,1,True,,0,2.27
A1,gpt,0.0,4,A1_20,2,True,,0,1.51
A1,gpt,0.0,4,A1_18,2,True,,0,2.42
A1,gpt,0.0,5,A1_08,1,True,,0,1.63
A1,gpt,0.0,4,A1_15,0,True,,0,3.55
A1,gpt,0.0,5,A1_14,0,True,,0,1.43
A1,gpt,0.0,5,A1_15,0,True,,0,1.53
A1,gpt,0.0,5,A1_18,1,True,,0,1.72
A1,gpt,0.0,6,A1_14,1,True,,0,1.8
A1,gpt,0.0,5,A1_20,1,True,,0,2.42
A1,gpt,0.0,6,A1_15,0,True,,0,1.61
A1,gpt,0.0,6,A1_18,2,True,,0,1.83
A1,gpt,0.0,6,A1_20,2,True,,0,1.58
A1,gpt,0.0,7,A1_08,1,True,,0,1.79
A1,gpt,0.0,7,A1_12,0,True,,0,1.79
A1,gpt,0.0,7,A1_15,0,True,,0,1.62
A1,gpt,0.0,7,A1_14,1,True,,0,2.02
A1,gpt,0.0,7,A1_20,1,True,,0,1.58
A1,gpt,0.0,7,A1_18,1,True,,0,2.43
A1,gpt,0.0,8,A1_12,0,True,,0,1.71
A1,gpt,0.0,8,A1_09,2,True,,0,1.79
A1,gpt,0.0,8,A1_14,0,True,,0,1.64
A1,gpt,0.0,8,A1_15,0,True,,0,1.97
A1,gpt,0.0,8,A1_17,2,True,,0,1.91
A1,gpt,0.0,8,A1_19,2,True,,0,1.6
A1,gpt,0.0,8,A1_18,1,True,,0,2.29
A1,gpt,0.0,9,A1_14,0,True,,0,1.79
A1,gpt,0.0,9,A1_12,0,True,,0,1.97
A1,gpt,0.0,9,A1_15,0,True,,0,1.79
A1,gpt,0.0,9,A1_18,1,True,,0,1.77
A1,gpt,0.0,10,A1_08,1,True,,0,1.85
A1,gpt,0.0,10,A1_12,0,True,,0,1.82
A1,gpt,0.0,10,A1_14,0,True,,0,1.83
A1,gpt,0.0,10,A1_15,0,True,,0,1.86
A1,gpt,0.0,11,A1_09,2,True,,0,1.82
A1,gpt,0.0,10,A1_18,2,True,,0,1.97
A1,gpt,0.0,11,A1_14,0,True,,0,1.87
A1,gpt,0.0,11,A1_15,0,True,,0,1.98
A1,gpt,0.0,11,A1_17,2,True,,0,1.81
A1,gpt,0.0,11,A1_18,1,True,,0,1.88
A1,gpt,0.0,11,A1_19,2,True,,0,1.85
A1,gpt,0.0,12,A1_09,2,True,,0,1.73
A1,gpt,0.0,12,A1_14,0,True,,0,1.97
A1,gpt,0.0,12,A1_15,0,True,,0,1.87
A1,gpt,0.0,12,A1_17,2,True,,0,1.96
A1,gpt,0.0,12,A1_18,1,True,,0,1.94
A1,gpt,0.0,12,A1_19,2,True,,0,1.83
A1,gpt,0.0,13,A1_14,0,True,,0,1.95
A1,gpt,0.0,13,A1_18,1,True,,0,1.82
A1,gpt,0.0,13,A1_15,0,True,,0,2.01
A1,gpt,0.0,14,A1_14,0,True,,0,1.7
A1,gpt,0.0,14,A1_15,0,True,,0,1.94
A1,gpt,0.0,14,A1_18,1,True,,0,1.87
A1,gpt,0.0,15,A1_08,1,True,,0,1.79
A1,gpt,0.0,15,A1_14,0,True,,0,1.56
A1,gpt,0.0,15,A1_15,0,True,,0,1.87
A1,gpt,0.0,15,A1_20,0,True,,0,1.86
A1,gpt,0.0,15,A1_19,1,True,,0,1.99
A1,gpt,0.0,16,A1_08,1,True,,0,1.53
A1,gpt,0.0,16,A1_14,0,True,,0,1.82
A1,gpt,0.0,16,A1_15,0,True,,0,1.97
A1,gpt,0.0,16,A1_20,0,True,,0,2.03
A1,gpt,0.0,17,A1_08,1,True,,0,1.71
A1,gpt,0.0,17,A1_14,0,True,,0,1.65
A1,gpt,0.0,17,A1_15,0,True,,0,1.83
A1,gpt,0.0,17,A1_18,2,True,,0,1.93
A1,gpt,0.0,18,A1_08,1,True,,0,1.79
A1,gpt,0.0,18,A1_14,0,True,,0,1.48
A1,gpt,0.0,18,A1_15,0,True,,0,1.81
A1,gpt,0.0,18,A1_18,2,True,,0,1.87
A1,gpt,0.0,19,A1_08,1,True,,0,1.89
A1,gpt,0.0,19,A1_12,0,True,,0,1.47
A1,gpt,0.0,19,A1_14,0,True,,0,1.67
A1,gpt,0.0,19,A1_18,2,True,,0,2.01
A1,gpt,0.0,20,A1_15,0,True,,0,1.33
A1,gpt,0.0,20,A1_17,2,True,,0,1.36
A1,gpt,0.0,20,A1_14,0,True,,0,3.34
A1,gpt,0.0,20,A1_18,2,True,,0,1.31
A1,gpt,0.0,19,A1_15,0,True,,0,4.46
A1,gpt,0.0,21,A1_20,0,True,,0,1.65
A1,gpt,0.0,22,A1_20,0,True,,0,1.92
A1,gpt,0.0,23,A1_08,1,True,,0,1.8
A1,gpt,0.0,23,A1_14,0,True,,0,1.71
A1,gpt,0.0,23,A1_15,0,True,,0,1.54
A1,gpt,0.0,23,A1_18,2,True,,0,1.71
A1,gpt,0.0,24,A1_08,1,True,,0,1.72
A1,gpt,0.0,24,A1_12,0,True,,0,2.04
A1,gpt,0.0,24,A1_14,0,True,,0,1.61
A1,gpt,0.0,24,A1_15,0,True,,0,1.62
A1,gpt,0.0,24,A1_18,2,True,,0,1.77
A1,gpt,0.0,25,A1_14,0,True,,0,1.71
A1,gpt,0.0,25,A1_08,1,True,,0,1.91
A1,gpt,0.0,25,A1_15,0,True,,0,1.72
A1,gpt,0.0,25,A1_18,2,True,,0,1.57
A1,gpt,0.0,26,A1_08,1,True,,0,1.69
A1,gpt,0.0,26,A1_14,0,True,,0,1.7
A1,gpt,0.0,26,A1_15,0,True,,0,1.8
A1,gpt,0.0,26,A1_18,1,True,,0,1.85
A1,gpt,0.0,26,A1_20,1,True,,0,1.56
A1,gpt,0.0,27,A1_09,2,True,,0,1.61
A1,gpt,0.0,27,A1_14,0,True,,0,1.57
A1,gpt,0.0,27,A1_15,0,True,,0,1.74
A1,gpt,0.0,27,A1_17,2,True,,0,1.79
A1,gpt,0.0,27,A1_18,1,True,,0,1.69
A1,gpt,0.0,27,A1_19,2,True,,0,1.7
A1,gpt,0.0,28,A1_09,2,True,,0,1.7
A1,gpt,0.0,28,A1_12,0,True,,0,1.82
A1,gpt,0.0,28,A1_14,0,True,,0,1.76
A1,gpt,0.0,28,A1_15,0,True,,0,1.58
A1,gpt,0.0,28,A1_17,2,True,,0,2.07
A1,gpt,0.0,28,A1_19,2,True,,0,1.85
A1,gpt,0.0,28,A1_18,1,True,,0,1.96
A1,gpt,0.0,29,A1_18,2,True,,0,2.15
A1,gpt,0.0,29,A1_20,2,True,,0,1.46
A1,gpt,0.0,30,A1_14,0,True,,0,1.68
A1,gpt,0.0,30,A1_12,0,True,,0,1.94
A1,gpt,0.0,30,A1_15,0,True,,0,1.62
A1,gpt,0.0,30,A1_18,1,True,,0,1.59
A1,gpt,1.0,1,A1_08,1,True,,0,1.75
A1,gpt,1.0,1,A1_09,1,True,,0,1.79
A1,gpt,1.0,1,A1_15,0,True,,0,1.67
A1,gpt,1.0,1,A1_14,0,True,,0,2.11
A1,gpt,1.0,2,A1_11,2,True,,0,1.64
A1,gpt,1.0,2,A1_12,2,True,,0,1.61
A1,gpt,1.0,1,A1_18,2,True,,0,2.48
A1,gpt,1.0,2,A1_14,0,True,,0,1.6
A1,gpt,1.0,2,A1_15,0,True,,0,1.51
A1,gpt,1.0,2,A1_18,2,True,,0,1.88
A1,gpt,1.0,3,A1_17,0,True,,0,1.83
A1,gpt,1.0,3,A1_16,0,True,,0,2.17
A1,gpt,1.0,3,A1_19,1,True,,0,1.62
A1,gpt,1.0,3,A1_20,1,True,,0,1.72
A1,gpt,1.0,4,A1_14,0,True,,0,1.93
A1,gpt,1.0,4,A1_15,0,True,,0,1.82
A1,gpt,1.0,4,A1_19,0,True,,0,1.63
A1,gpt,1.0,5,A1_11,1,True,,0,1.62
A1,gpt,1.0,5,A1_12,0,True,,0,1.82
A1,gpt,1.0,5,A1_15,0,True,,0,1.78
A1,gpt,1.0,5,A1_14,0,True,,0,2.24
A1,gpt,1.0,5,A1_18,2,True,,0,1.6
A1,gpt,1.0,6,A1_14,0,True,,0,1.79
A1,gpt,1.0,6,A1_15,0,True,,0,1.76
A1,gpt,1.0,6,A1_19,1,True,,0,1.74
A1,gpt,1.0,6,A1_20,0,True,,0,1.58
A1,gpt,1.0,7,A1_08,1,True,,0,1.69
