case_id,model,model_name,resolved_model,temperature,trial,sbar_text,is_valid,error,retry_count,elapsed_sec
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,9,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,10.41
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,3,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,10.72
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,10,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,10.6
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,12,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,10.33
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,2,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,10.93
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,6,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,11.02
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,7,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,11.43
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,1,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,11.81
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,5,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,0,12.32
A1,gemini,gemini-2.5-flash-lite,gemini-2.5-flash-lite,0.0,8,"S: 68歳男性、虫垂炎術後第1病日。「お腹の右下が痛い。動くと響くからトイレも辛い。夜中に目が覚めたが我慢した。頓服は2時間ほどで切れる気がする。」と訴えています。

B: 腹腔鏡下虫垂切除術後。バイタル安定。NRSは安静時4、体動時7。創部発赤・腫脹なし。腸蠕動音減弱。朝5時にロキソプロフェン60mg内服。歩行は付き添い必要。夜間覚醒2回。朝食半分摂取。

A: 術後急性疼痛が体動制限と睡眠障害の原因。鎮痛薬の効果持続時間が短く、定期投与との間にギャップが生じている可能性。疼痛コントロール不良は回復遅延につながる懸念があります。

R: 定時鎮痛の見直し（投与間隔短縮または併用薬追加）を医師に相談。痛みの我慢は回復を遅らせる可能性を説明し、NRS4以上で頓服使用を推奨。離床訓練継続。",True,,1,12.53
A1,gemini,gemini-2.5-flash-lite,,0.0,21,,False,"RuntimeError: Gemini API error 429: {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash-lite\nPlease retry in 32.577153237s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",2,3.34
A1,gemini,gemini-2.5-flash-lite,,0.0,22,,False,"RuntimeError: Gemini API error 429: {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash-lite\nPlease retry in 32.48450257s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",2,3.28
A1,gemini,gemini-2.5-flash-lite,,0.0,23,,False,"RuntimeError: Gemini API error 429: {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash-lite\nPlease retry in 32.419946369s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",2,3.25
A1,gemini,gemini-2.5-flash-lite,,0.0,24,,False,"RuntimeError: Gemini API error 429: {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash-lite\nPlease retry in 32.293046779s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash-lite', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",2,3.38
A1,gemini,gemini-2.5-flash-lite,,0.0,25,,False,"RuntimeError: Gemini API error 429: {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash-lite\nPlease retry in 32.286873839s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",2,3.37
A1,gemini,gemini-2.5-flash-lite,,0.0,26,,False,"RuntimeError: Gemini API error 429: {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash-lite\nPlease retry in 32.256577182s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash-lite', 'location': 'global'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",2,3.36
A1,gemini,gemini-2.5-flash-lite,,0.0,29,,False,"RuntimeError: Gemini API error 429: {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 10, model: gemini-2.5-flash-lite\nPlease retry in 32.17697081s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '10'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",2,3.24
